ID,N_VICTIMAS,AAAA,VICTIMA,ACUSADO,COORDENADAS,SEMESTRE
2018-0053,1,2018,MOTO,AUTO,"-34.59939180, -58.41059280",2018_1
2018-0054,1,2018,PEATON,BICICLETA,"-34.57121563, -58.47969138",2018_1
2018-0055,1,2018,MOTO,AUTO,"-34.61883916, -58.40351561",2018_1
2018-0056,1,2018,PEATON,PASAJEROS,"-34.63918987, -58.51973844",2018_1
2018-0057,1,2018,MOTO,PASAJEROS,"-34.62163006, -58.39311376",2018_1
2018-0058,1,2018,MOTO,AUTO,"-34.59082159, -58.43531242",2018_1
2018-0059,1,2018,MOTO,OTRO,"-34.63035454, -58.41178165",2018_1
2018-0060,1,2018,PEATON,PASAJEROS,"-34.60189492, -58.37048800",2018_1
2018-0061,1,2018,MOTO,MOTO,"-34.61964833, -58.39883882",2018_1
2018-0062,1,2018,PEATON,CARGAS,"-34.62082399, -58.44110156",2018_1
2018-0063,1,2018,PEATON,PASAJEROS,"-34.59952725, -58.37093138",2018_1
2018-0064,1,2018,AUTO,CARGAS,"-34.63953253, -58.45855262",2018_1
2018-0065,1,2018,MOTO,CARGAS,"-34.59283447, -58.38161909",2018_1
2018-0066,1,2018,PEATON,PASAJEROS,"-34.58698157, -58.45511899",2018_1
2018-0067,1,2018,PASAJEROS,AUTO,"-34.62973033, -58.37724226",2018_1
2018-0068,1,2018,MOTO,AUTO,"-34.62930339, -58.45546217",2018_2
2018-0069,1,2018,BICICLETA,PASAJEROS,"-34.59954925, -58.39897064",2018_2
2018-0070,1,2018,MOTO,PASAJEROS,"-34.62126274, -58.40917826",2018_2
2018-0071,1,2018,MOTO,CARGAS,"-34.61099738, -58.36726348",2018_2
2018-0072,1,2018,MOTO,CARGAS,"-34.68454456, -58.48267426",2018_2
2018-0073,1,2018,PEATON,CARGAS,"-34.65168841, -58.39546165",2018_2
2018-0074,1,2018,AUTO,CARGAS,"-34.63376545, -58.46941984",2018_2
2018-0075,1,2018,PEATON,AUTO,"-34.58129246, -58.40367321",2018_2
2018-0076,1,2018,AUTO,CARGAS,"-34.65014993, -58.52932872",2018_2
2018-0077,1,2018,AUTO,CARGAS,"-34.62126274, -58.40917826",2018_2
2018-0078,1,2018,PEATON,AUTO,"-34.59473294, -58.41264127",2018_2
2018-0079,1,2018,PEATON,CARGAS,"-34.66977709, -58.50877521",2018_2
2018-0080,1,2018,PEATON,AUTO,"-34.65903530, -58.51232237",2018_2
2018-0081,1,2018,PEATON,MULTIPLE,"-34.64567171, -58.44744156",2018_2
2018-0082,1,2018,MOTO,CARGAS,"-34.65869968, -58.49441273",2018_2
2018-0083,1,2018,MOTO,CARGAS,"-34.69153196, -58.47976785",2018_2
2018-0084,1,2018,PEATON,CARGAS,"-34.62260331, -58.36523349",2018_2
2018-0085,2,2018,MOTO,PASAJEROS,"-34.62704273, -58.39118948",2018_2
2018-0086,1,2018,PEATON,PASAJEROS,"-34.65015854, -58.49019551",2018_2
2018-0087,1,2018,PEATON,PASAJEROS,"-34.63023775, -58.41644362",2018_2
2018-0088,1,2018,MOTO,CARGAS,"-34.54979510, -58.50073810",2018_2
2018-0089,1,2018,PEATON,PASAJEROS,"-34.63036565, -58.39626094",2018_2
2018-0090,1,2018,MOTO,AUTO,"-34.67051543, -58.43284809",2018_2
2018-0091,1,2018,AUTO,AUTO,"-34.63659934, -58.52280139",2018_2
2018-0092,1,2018,MOTO,AUTO,"-34.59774487, -58.42336930",2018_2
2018-0093,1,2018,PEATON,PASAJEROS,"-34.63105973, -58.38691681",2018_2
2018-0094,1,2018,MOTO,PASAJEROS,"-34.58579880, -58.41169020",2018_2
2018-0095,1,2018,AUTO,AUTO,"-34.65117757, -58.46739825",2018_2
2018-0096,1,2018,PEATON,AUTO,"-34.67152226, -58.44483258",2018_2
2018-0097,1,2018,AUTO,OTRO,"-34.66128115, -58.43254025",2018_2
2018-0098,2,2018,AUTO,AUTO,"-34.69640164, -58.47199387",2018_2
2018-0099,1,2018,PEATON,PASAJEROS,"-34.62925068, -58.46411215",2018_2
2018-0100,1,2018,MOTO,AUTO,"-34.62367156, -58.36217754",2018_2
2018-0101,1,2018,AUTO,MULTIPLE,"-34.54073130, -58.48098594",2018_2
2018-0102,1,2018,MOTO,AUTO,"-34.64640709, -58.41083404",2018_2
2018-0103,1,2018,PEATON,MOTO,"-34.64446729, -58.44609828",2018_2
2018-0104,1,2018,MOTO,MOTO,"-34.64035082, -58.37709334",2018_2
2018-0105,1,2018,PEATON,PASAJEROS,"-34.63070603, -58.46963952",2018_2
2018-0106,1,2018,MOTO,MOTO,"-34.55161027, -58.43674281",2018_2
2018-0107,1,2018,PEATON,PASAJEROS,"-34.61011987, -58.40596860",2018_2
2018-0108,1,2018,MOTO,AUTO,"-34.60463618, -58.36154069",2018_2
2018-0109,1,2018,PEATON,PASAJEROS,"-34.60066507, -58.37062179",2018_2
2018-0110,1,2018,PEATON,MOTO,"-34.60207186, -58.43220014",2018_2
2018-0111,1,2018,MOTO,CARGAS,"-34.64949724, -58.46958442",2018_2
2018-0112,1,2018,MOTO,CARGAS,"-34.59970903, -58.44671397",2018_2
2018-0113,1,2018,MOTO,CARGAS,"-34.61474911, -58.47152163",2018_2
2018-0114,1,2018,MOTO,AUTO,"-34.61807951, -58.39032921",2018_2
2018-0115,1,2018,PEATON,PASAJEROS,"-34.64297861, -58.52887773",2018_2
2018-0116,1,2018,PEATON,CARGAS,"-34.67981324, -58.49371157",2018_2
2018-0117,1,2018,MOTO,MOTO,"-34.66012327, -58.48266599",2018_2
2018-0118,1,2018,PEATON,MOTO,"-34.60774301, -58.40612253",2018_2
2018-0119,1,2018,PEATON,SD,"-34.66292532, -58.43613623",2018_2
2018-0120,1,2018,PEATON,AUTO,"-34.57208238, -58.48250732",2018_2
2018-0121,1,2018,PEATON,PASAJEROS,"-34.63743280, -58.49945705",2018_2
2018-0122,1,2018,AUTO,AUTO,"-34.67233407, -58.47743966",2018_2
2018-0123,1,2018,AUTO,SD,"-34.67450313, -58.50251790",2018_2
2018-0124,1,2018,CARGAS,CARGAS,"-34.63682499, -58.52144411",2018_2
2018-0125,1,2018,PEATON,PASAJEROS,"-34.65084045, -58.41650465",2018_2
2018-0126,1,2018,MOTO,AUTO,"-34.64055918, -58.52994219",2018_2
2018-0127,1,2018,MOTO,MOTO,"-34.56919739, -58.50993046",2018_2
2018-0128,2,2018,AUTO,PASAJEROS,"-34.64592873, -58.52844623",2018_2
2018-0129,1,2018,MOTO,PASAJEROS,"-34.58695347, -58.45021367",2018_2
2018-0130,1,2018,MOTO,PASAJEROS,"-34.62770192, -58.49022072",2018_2
2018-0131,1,2018,MOTO,CARGAS,"-34.60106568, -58.36860866",2018_2
2018-0132,1,2018,PEATON,CARGAS,"-34.57241534, -58.39490504",2018_2
2018-0133,1,2018,PEATON,CARGAS,"-34.63070603, -58.46963952",2018_2
2018-0134,1,2018,PEATON,MOTO,"-34.64019887, -58.42349365",2018_2
2018-0135,1,2018,PEATON,PASAJEROS,"-34.61265002, -58.37471802",2018_2
2018-0136,1,2018,PEATON,PASAJEROS,"-34.62913916, -58.46438789",2018_2
2018-0137,1,2018,MOTO,PASAJEROS,"-34.61100424, -58.38481975",2018_2
2018-0138,1,2018,PASAJEROS,PASAJEROS,"-34.62073702, -58.50751833",2018_2
2018-0139,1,2018,MOTO,MOTO,"-34.63888084, -58.44682986",2018_2
2018-0140,1,2018,AUTO,AUTO,"-34.61381341, -58.36004650",2018_2
2018-0141,1,2018,PEATON,MOTO,"-34.62085945, -58.41509546",2018_2
2018-0142,1,2018,CARGAS,PASAJEROS,"-34.57251072, -58.50997604",2018_2
2018-0143,1,2018,MOTO,AUTO,"-34.64047818, -58.48606475",2018_2
2019-0001,1,2019,MOTO,CARGAS,"-34.57805810, -58.38526125",2019_1
2019-0002,1,2019,AUTO,CARGAS,"-34.65082149, -58.45463662",2019_1
2019-0003,1,2019,MOTO,AUTO,"-34.59718073, -58.49121672",2019_1
2019-0004,1,2019,AUTO,PASAJEROS,"-34.65284605, -58.47325712",2019_1
2019-0005,1,2019,MOTO,CARGAS,"-34.63382309, -58.52108101",2019_1
2019-0006,1,2019,PEATON,AUTO,"-34.55509606, -58.41652702",2019_1
2019-0007,1,2019,MOTO,AUTO,"-34.61071660, -58.42891604",2019_1
2019-0008,1,2019,MOTO,MULTIPLE,"-34.69156793, -58.47802293",2019_1
2019-0009,1,2019,MOTO,AUTO,"-34.62200207, -58.37564821",2019_1
2019-0010,2,2019,PEATON,AUTO,"-34.56961468, -58.42668489",2019_1
2019-0011,1,2019,PEATON,AUTO,"-34.66252488, -58.51839930",2019_1
2019-0012,1,2019,MOTO,AUTO,"-34.67665828, -58.48432691",2019_1
2019-0013,1,2019,PEATON,AUTO,"-34.64457699, -58.43383830",2019_1
2019-0014,1,2019,MOTO,OBJETO FIJO,"-34.58657938, -58.51664939",2019_1
2019-0015,1,2019,AUTO,OBJETO FIJO,"-34.59703502, -58.49613012",2019_1
2019-0016,1,2019,MOTO,PASAJEROS,"-34.63356284, -58.38313603",2019_1
2019-0017,1,2019,AUTO,PASAJEROS,"-34.61632317, -58.39914719",2019_1
2019-0018,1,2019,PEATON,AUTO,"-34.54048625, -58.44927253",2019_1
2019-0019,1,2019,MOTO,AUTO,"-34.55374003, -58.45049163",2019_1
2019-0020,1,2019,MOTO,AUTO,"-34.63572989, -58.41288952",2019_1
2019-0021,1,2019,MOTO,AUTO,"-34.62561234, -58.45743597",2019_1
2019-0022,1,2019,AUTO,SD,"-34.62352245, -58.39123782",2019_1
2019-0023,1,2019,AUTO,OBJETO FIJO,"-34.63637963, -58.52922765",2019_1
2019-0024,1,2019,MOTO,CARGAS,"-34.58541957, -58.37208118",2019_1
2019-0025,1,2019,PEATON,AUTO,"-34.60937557, -58.41458534",2019_1
2019-0026,1,2019,PEATON,PASAJEROS,"-34.69153196, -58.47976785",2019_1
2019-0027,1,2019,BICICLETA,MULTIPLE,"-34.59511714, -58.39990285",2019_1
2019-0028,1,2019,PEATON,PASAJEROS,"-34.60588536, -58.46051346",2019_1
2019-0029,1,2019,MOTO,OBJETO FIJO,"-34.69153196, -58.47976785",2019_1
2019-0030,1,2019,MOTO,CARGAS,"-34.62447891, -58.45457546",2019_1
2019-0031,1,2019,BICICLETA,CARGAS,"-34.59832047, -58.36951669",2019_1
2019-0032,1,2019,PEATON,AUTO,"-34.60443790, -58.46415322",2019_1
2019-0033,1,2019,MOTO,SD,"-34.62150748, -58.36607137",2019_1
2019-0034,1,2019,MOTO,OBJETO FIJO,"-34.65093074, -58.45537373",2019_1
2019-0035,1,2019,PEATON,BICICLETA,"-34.60053054, -58.37942637",2019_1
2019-0036,1,2019,MOTO,AUTO,"-34.62147504, -58.43680440",2019_1
2019-0037,1,2019,MOTO,AUTO,"-34.61971907, -58.40778291",2019_1
2019-0038,1,2019,PEATON,MOTO,"-34.54628513, -58.45212523",2019_1
2019-0039,1,2019,MOTO,AUTO,"-34.63551751, -58.46749188",2019_1
2019-0040,1,2019,MOTO,SD,"-34.63679732, -58.44263580",2019_1
2019-0041,1,2019,AUTO,MULTIPLE,"-34.65846419, -58.51140289",2019_1
2019-0042,1,2019,PEATON,PASAJEROS,"-34.62465368, -58.38211431",2019_1
2019-0043,1,2019,BICICLETA,CARGAS,"-34.59832047, -58.36951669",2019_1
2019-0044,1,2019,PEATON,MOTO,"-34.62036547, -58.41635217",2019_1
2019-0045,1,2019,MOTO,CARGAS,"-34.57579669, -58.41316147",2019_1
2019-0046,1,2019,MOTO,AUTO,"-34.53825652, -58.47617802",2019_1
2019-0047,1,2019,PEATON,CARGAS,"-34.63330028, -58.38641783",2019_1
2019-0048,1,2019,MOTO,CARGAS,"-34.62038137, -58.45322169",2019_1
2019-0049,1,2019,PEATON,CARGAS,"-34.56166498, -58.45849057",2019_1
2019-0050,1,2019,MOTO,CARGAS,"-34.59411677, -58.41829559",2019_1
2019-0051,1,2019,MOTO,AUTO,"-34.63832093, -58.36376488",2019_1
2019-0053,1,2019,AUTO,AUTO,"-34.66004784, -58.46442668",2019_1
2019-0054,1,2019,MOTO,OBJETO FIJO,"-34.58428769, -58.48222035",2019_1
2019-0055,1,2019,MOTO,PASAJEROS,"-34.60283208, -58.36819005",2019_1
2019-0056,1,2019,PEATON,AUTO,"-34.62330939, -58.45877601",2019_1
2019-0057,1,2019,PEATON,AUTO,"-34.55760517, -58.44196498",2019_2
2019-0058,1,2019,MOTO,PASAJEROS,"-34.63627822, -58.50622631",2019_2
2019-0059,1,2019,MOTO,PASAJEROS,"-34.63099197, -58.38410880",2019_2
2019-0060,1,2019,PEATON,AUTO,"-34.63504312, -58.48100602",2019_2
2019-0061,1,2019,PEATON,PASAJEROS,"-34.55781320, -58.45200171",2019_2
2019-0062,1,2019,PEATON,PASAJEROS,"-34.56201105, -58.44462132",2019_2
2019-0063,1,2019,MOTO,PASAJEROS,"-34.58711712, -58.45220688",2019_2
2019-0064,1,2019,MOTO,AUTO,"-34.62245140, -58.45962210",2019_2
2019-0065,1,2019,PEATON,PASAJEROS,"-34.65414867, -58.41970850",2019_2
2019-0066,1,2019,PEATON,AUTO,"-34.64938031, -58.44187596",2019_2
2019-0067,1,2019,MOTO,CARGAS,"-34.64276621, -58.49101637",2019_2
2019-0068,1,2019,MOTO,MOTO,"-34.66256502, -58.42493829",2019_2
2019-0069,1,2019,MOTO,AUTO,"-34.62930162, -58.40489318",2019_2
2019-0070,1,2019,MOTO,BICICLETA,"-34.59217875, -58.42686680",2019_2
2019-0071,1,2019,PEATON,CARGAS,"-34.65620398, -58.47961100",2019_2
2019-0072,1,2019,AUTO,AUTO,"-34.63524207, -58.47439934",2019_2
2019-0073,1,2019,AUTO,OBJETO FIJO,"-34.57926018, -58.46711912",2019_2
2019-0074,1,2019,MOTO,CARGAS,"-34.53465378, -58.46514781",2019_2
2019-0075,1,2019,MOTO,PASAJEROS,"-34.65584079, -58.37571078",2019_2
2019-0076,1,2019,MOTO,CARGAS,"-34.65429986, -58.37157668",2019_2
2019-0077,1,2019,PEATON,AUTO,"-34.58070186, -58.39811256",2019_2
2019-0078,1,2019,PEATON,CARGAS,"-34.65417740, -58.41125934",2019_2
2019-0079,1,2019,MOTO,PASAJEROS,"-34.61866836, -58.41822901",2019_2
2019-0080,1,2019,PEATON,MOTO,"-34.53825652, -58.47617802",2019_2
2019-0081,1,2019,PEATON,PASAJEROS,"-34.58623761, -58.46141281",2019_2
2019-0082,1,2019,BICICLETA,CARGAS,"-34.66119740, -58.42985146",2019_2
2019-0083,1,2019,AUTO,AUTO,"-34.65839090, -58.48457413",2019_2
2019-0084,1,2019,BICICLETA,CARGAS,"-34.63628186, -58.46572884",2019_2
2019-0085,1,2019,BICICLETA,TREN,"-34.63419130, -58.49261744",2019_2
2019-0086,1,2019,MOTO,PASAJEROS,"-34.58841560, -58.45283186",2019_2
2019-0087,1,2019,MOTO,MOTO,"-34.57418656, -58.47973681",2019_2
2019-0088,1,2019,PEATON,PASAJEROS,"-34.65076549, -58.40623949",2019_2
2019-0089,1,2019,PEATON,CARGAS,"-34.63107887, -58.36244648",2019_2
2019-0090,1,2019,PEATON,MOTO,"-34.64868027, -58.49962423",2019_2
2019-0091,1,2019,PEATON,PASAJEROS,"-34.59559816, -58.44551437",2019_2
2019-0092,1,2019,PEATON,PASAJEROS,"-34.63420319, -58.35608181",2019_2
2019-0093,1,2019,BICICLETA,OTRO,"-34.60907662, -58.46483679",2019_2
2019-0094,1,2019,MOTO,OTRO,"-34.59724326, -58.44368628",2019_2
2019-0095,1,2019,MOTO,CARGAS,"-34.62907067, -58.37864583",2019_2
2019-0096,1,2019,PEATON,PASAJEROS,"-34.62726382, -58.37560352",2019_2
2019-0097,1,2019,MOTO,MULTIPLE,"-34.64815069, -58.47721439",2019_2
2019-0098,1,2019,PASAJEROS,PASAJEROS,"-34.58984288, -58.45134029",2019_2
2019-0100,1,2019,MOTO,AUTO,"-34.58368803, -58.49040794",2019_2
2019-0101,1,2019,MOTO,MOTO,"-34.64991178, -58.42102679",2019_2
2019-0102,1,2019,MOTO,AUTO,"-34.64143926, -58.52219407",2019_2
2019-0103,1,2019,MOTO,MOTO,"-34.59471640, -58.52169422",2019_2
2019-0104,1,2019,MOTO,AUTO,"-34.63206174, -58.47460416",2019_2
2019-0105,1,2019,PEATON,AUTO,"-34.61520391, -58.50512382",2019_1
2020-0001,1,2020,PEATON,AUTO,"-34.59213355, -58.43910409",2020_1
2020-0002,1,2020,MOTO,OBJETO FIJO,"-34.64646409, -58.45019436",2020_1
2020-0003,1,2020,PEATON,AUTO,"-34.60927582, -58.39337644",2020_1
2020-0004,1,2020,PEATON,PASAJEROS,"-34.60919284, -58.39055614",2020_1
2020-0005,1,2020,MOTO,PASAJEROS,"-34.62477021, -58.41036975",2020_1
2020-0006,1,2020,MOTO,CARGAS,"-34.65412546, -58.44925765",2020_1
2020-0007,1,2020,PEATON,MOTO,"-34.61648696, -58.38156850",2020_1
2020-0008,1,2020,MOTO,CARGAS,"-34.59804521, -58.40662899",2020_1
2020-0009,1,2020,PEATON,AUTO,"-34.60600850, -58.41985649",2020_1
2020-0010,1,2020,MOTO,OBJETO FIJO,"-34.62214953, -58.38099833",2020_1
2020-0011,1,2020,MOTO,CARGAS,"-34.61823178, -58.41803309",2020_1
2020-0012,1,2020,PEATON,MOTO,"-34.61783553, -58.40604003",2020_1
2020-0013,1,2020,PEATON,MOTO,"-34.57994061, -58.47549929",2020_1
2020-0014,1,2020,MOTO,PASAJEROS,"-34.61600366, -58.51398484",2020_1
2020-0015,1,2020,MOTO,PASAJEROS,"-34.62519403, -58.36797542",2020_1
2020-0016,1,2020,PEATON,PASAJEROS,"-34.59879316, -58.37133616",2020_1
2020-0017,1,2020,PEATON,AUTO,"-34.61413568, -58.39613805",2020_1
2020-0018,1,2020,MOTO,OBJETO FIJO,"-34.54200276, -58.44903073",2020_1
2020-0019,1,2020,PEATON,AUTO,"-34.62846670, -58.41972364",2020_1
2020-0020,1,2020,PEATON,MOTO,"-34.60557123, -58.40571596",2020_1
2020-0021,1,2020,PEATON,AUTO,"-34.59488319, -58.41451590",2020_1
2020-0022,1,2020,AUTO,CARGAS,"-34.66245085, -58.47297505",2020_1
2020-0023,1,2020,AUTO,CARGAS,"-34.63695178, -58.35791192",2020_1
2020-0024,1,2020,AUTO,AUTO,"-34.65177305, -58.50801713",2020_1
2020-0025,1,2020,PEATON,AUTO,"-34.60975108, -58.40258477",2020_1
2020-0026,1,2020,MOTO,OBJETO FIJO,"., .",2020_1
2020-0027,1,2020,PEATON,CARGAS,"-34.68454456, -58.48267426",2020_1
2020-0028,1,2020,PEATON,PASAJEROS,"-34.60221948, -58.44248936",2020_1
2020-0029,1,2020,PEATON,PASAJEROS,"-34.63886726, -58.52909134",2020_1
2020-0030,1,2020,MOTO,MULTIPLE,"-34.60646580, -58.45158942",2020_1
2020-0031,1,2020,MOTO,CARGAS,"-34.65788529, -58.49344309",2020_1
2020-0032,1,2020,MOTO,AUTO,"-34.59635137, -58.44259166",2020_2
2020-0033,1,2020,AUTO,OBJETO FIJO,"-34.53476874, -58.46743471",2020_2
2020-0034,1,2020,PEATON,AUTO,"-34.60922259, -58.41178158",2020_2
2020-0035,1,2020,MOTO,PASAJEROS,"-34.63638927, -58.45068621",2020_2
2020-0036,1,2020,PEATON,MOTO,"-34.58778790, -58.42016954",2020_2
2020-0037,1,2020,PEATON,AUTO,"-34.65554754, -58.43850413",2020_2
2020-0038,2,2020,AUTO,AUTO,"-34.58345898, -58.40617526",2020_2
2020-0039,1,2020,PEATON,CARGAS,"., .",2020_2
2020-0040,1,2020,AUTO,OBJETO FIJO,"-34.57805810, -58.38526125",2020_2
2020-0041,1,2020,MOTO,PASAJEROS,"-34.63491705, -58.44750470",2020_2
2020-0042,1,2020,PEATON,PASAJEROS,"-34.68192648, -58.46745752",2020_2
2020-0043,1,2020,PEATON,PASAJEROS,"-34.59717942, -58.37202621",2020_2
2020-0044,1,2020,AUTO,AUTO,"-34.62207347, -58.42779702",2020_2
2020-0045,1,2020,AUTO,CARGAS,"-34.70524971, -58.46244952",2020_2
2020-0046,1,2020,MOTO,MOTO,"-34.60776782, -58.48440160",2020_2
2020-0047,1,2020,PEATON,CARGAS,"-34.65174801, -58.46668375",2020_2
2020-0048,1,2020,MOTO,OBJETO FIJO,"-34.59322448, -58.44958780",2020_2
2020-0049,1,2020,PEATON,AUTO,"-34.59276462, -58.37533517",2020_2
2020-0050,1,2020,PEATON,MOTO,"-34.57866344, -58.42525456",2020_2
2020-0051,1,2020,MOTO,AUTO,"-34.62981124, -58.48493828",2020_2
2020-0052,1,2020,BICICLETA,CARGAS,"-34.60183884, -58.40480504",2020_2
2020-0053,1,2020,AUTO,AUTO,"-34.65417740, -58.41125934",2020_2
2020-0054,1,2020,BICICLETA,AUTO,"-34.62977080, -58.39956546",2020_2
2020-0055,1,2020,PEATON,CARGAS,"-34.57868970, -58.49005682",2020_2
2020-0056,1,2020,MOTO,CARGAS,"-34.69843756, -58.47064556",2020_2
2020-0057,1,2020,PEATON,AUTO,"-34.61945902, -58.47501560",2020_2
2020-0058,1,2020,PEATON,AUTO,"-34.63652467, -58.48727942",2020_2
2020-0059,1,2020,PEATON,PASAJEROS,"-34.62794241, -58.37951690",2020_2
2020-0060,1,2020,PEATON,MOTO,"-34.65672199, -58.47750832",2020_2
2020-0061,1,2020,MOTO,CARGAS,"-34.54048625, -58.44927253",2020_2
2020-0062,1,2020,BICICLETA,PASAJEROS,"-34.61253541, -58.39246272",2020_2
2020-0063,2,2020,PEATON_MOTO,MOTO,"-34.61047001, -58.52783814",2020_2
2020-0065,1,2020,MOTO,AUTO,"-34.54836855, -58.49332664",2020_2
2020-0066,1,2020,MOTO,OBJETO FIJO,"-34.63593897, -58.50178784",2020_2
2020-0067,1,2020,PEATON,PASAJEROS,"-34.65476216, -58.41657793",2020_2
2020-0068,1,2020,MOTO,AUTO,"-34.58307887, -58.39731474",2020_2
2020-0069,1,2020,MOTO,PASAJEROS,"-34.61790839, -58.38746381",2020_2
2020-0070,1,2020,PEATON,PASAJEROS,"-34.59176378, -58.39189441",2020_2
2020-0071,1,2020,PEATON,AUTO,"-34.63551751, -58.46749188",2020_2
2020-0072,1,2020,BICICLETA,AUTO,"-34.62113271, -58.40280471",2020_2
2020-0073,1,2020,MOTO,OBJETO FIJO,"-34.68475866, -58.44451316",2020_2
2020-0074,1,2020,AUTO,AUTO,"-34.62742408, -58.47110424",2020_2
2020-0075,1,2020,PEATON,PASAJEROS,"-34.60373898, -58.38220928",2020_2
2020-0076,1,2020,AUTO,PASAJEROS,"-34.61565025, -58.49794468",2020_2
2020-0077,2,2020,MOTO,AUTO,"-34.60111373, -58.47220945",2020_2
2020-0078,1,2020,BICICLETA,PASAJEROS,"-34.63217813, -58.43706741",2020_2
2020-0079,1,2020,MOTO,OBJETO FIJO,"-34.54836855, -58.49332664",2020_2
2021-0001,1,2021,MOTO,AUTO,"-34.62622851, -58.37960727",2021_1
2021-0002,1,2021,MOTO,CARGAS,"-34.64972472, -58.51061062",2021_1
2021-0003,1,2021,MOTO,OBJETO FIJO,"-34.62941648, -58.43052224",2021_1
2021-0004,1,2021,PEATON,CARGAS,"-34.63866836, -58.41455544",2021_1
2021-0005,1,2021,PEATON,AUTO,"-34.64730145, -58.46774439",2021_1
2021-0006,1,2021,MOTO,CARGAS,"-34.56726817, -58.40786274",2021_1
2021-0007,1,2021,MOTO,MOTO,"-34.58622275, -58.48744301",2021_1
2021-0008,1,2021,PEATON,PASAJEROS,"-34.65476216, -58.41657793",2021_1
2021-0009,1,2021,MOTO,OBJETO FIJO,"-34.61134937, -58.45351111",2021_1
2021-0010,1,2021,MOTO,AUTO,"-34.54979510, -58.50073810",2021_1
2021-0011,1,2021,PEATON,AUTO,"-34.59564871, -58.39144148",2021_1
2021-0012,1,2021,PEATON,AUTO,"-34.68385968, -58.48191128",2021_1
2021-0013,1,2021,MOTO,OBJETO FIJO,"-34.63652467, -58.48727942",2021_1
2021-0014,1,2021,PEATON,AUTO,"-34.59779521, -58.48328708",2021_1
2021-0015,1,2021,MOTO,OBJETO FIJO,"-34.59724990, -58.49018543",2021_1
2021-0016,1,2021,AUTO,OBJETO FIJO,"-34.68482689, -58.47230127",2021_1
2021-0017,1,2021,MOTO,PASAJEROS,"-34.63168269, -58.38262614",2021_1
2021-0018,1,2021,PEATON,AUTO,"-34.60793518, -58.41047268",2021_1
2021-0019,1,2021,MOTO,OBJETO FIJO,"-34.56353635, -58.49659234",2021_1
2021-0020,1,2021,PEATON,CARGAS,"-34.60727189, -58.42462955",2021_1
2021-0021,1,2021,MOTO,OBJETO FIJO,"-34.61185625, -58.41168345",2021_1
2021-0022,1,2021,PASAJEROS,SD,"-34.55217303, -58.45157681",2021_1
2021-0023,1,2021,MOTO,CARGAS,"., .",2021_1
2021-0024,1,2021,BICICLETA,CARGAS,"-34.67006054, -58.49573651",2021_1
2021-0025,1,2021,MOTO,OTRO,"-34.68795245, -58.48695354",2021_1
2021-0026,1,2021,MOTO,OBJETO FIJO,"-34.64449357, -58.37562539",2021_1
2021-0027,1,2021,MOTO,CARGAS,"-34.54795581, -58.49491054",2021_1
2021-0028,1,2021,PEATON,PASAJEROS,"-34.64357704, -58.44147621",2021_1
2021-0029,1,2021,AUTO,AUTO,"-34.63215432, -58.46899119",2021_1
2021-0030,1,2021,PEATON,PASAJEROS,"-34.63455776, -58.38685612",2021_1
2021-0031,1,2021,PEATON,CARGAS,"-34.61765323, -58.38113667",2021_1
2021-0032,1,2021,PEATON,MOTO,"-34.54538956, -58.44112678",2021_1
2021-0033,1,2021,AUTO,OBJETO FIJO,"-34.62743346, -58.41595919",2021_1
2021-0034,1,2021,MOTO,CARGAS,"-34.64546845, -58.40184094",2021_1
2021-0035,1,2021,MOTO,CARGAS,"-34.65679806, -58.44642231",2021_1
2021-0036,1,2021,MOTO,OBJETO FIJO,"-34.59798754, -58.52340614",2021_1
2021-0037,1,2021,PEATON,PASAJEROS,"-34.56219075, -58.46649069",2021_1
2021-0038,1,2021,MOTO,CARGAS,"-34.57816791, -58.42653328",2021_1
2021-0039,1,2021,BICICLETA,AUTO,"-34.65303372, -58.50407099",2021_1
2021-0040,1,2021,MOTO,AUTO,"-34.53476874, -58.46743471",2021_1
2021-0041,1,2021,PEATON,PASAJEROS,"-34.57728060, -58.40986646",2021_1
2021-0042,1,2021,PEATON,PASAJEROS,"-34.63931792, -58.51739138",2021_1
2021-0043,1,2021,PEATON,AUTO,"-34.65556223, -58.50719962",2021_1
2021-0044,1,2021,MOTO,OBJETO FIJO,"-34.64600222, -58.46712311",2021_1
2021-0045,1,2021,MOTO,MULTIPLE,"-34.64035082, -58.37709334",2021_1
2021-0046,1,2021,AUTO,OBJETO FIJO,"-34.58569883, -58.46033141",2021_1
2021-0047,1,2021,MOTO,AUTO,"-34.65633192, -58.42190745",2021_1
2021-0048,1,2021,BICICLETA,AUTO,"-34.56981410, -58.49026573",2021_1
2021-0049,1,2021,AUTO,AUTO,"-34.66902702, -58.45410344",2021_1
2021-0050,1,2021,MOTO,PASAJEROS,"-34.55719892, -58.44751621",2021_1
2021-0051,1,2021,PEATON,CARGAS,"-34.66005171, -58.42040352",2021_1
2021-0052,1,2021,MOTO,OBJETO FIJO,"-34.68010798, -58.49530249",2021_1
2021-0053,1,2021,PEATON,BICICLETA,"-34.59477360, -58.44399875",2021_1
2021-0054,1,2021,MOTO,CARGAS,"-34.65463857, -58.42759813",2021_1
2021-0055,1,2021,MOTO,CARGAS,"-34.60456293, -58.40547222",2021_1
2021-0056,1,2021,BICICLETA,AUTO,"-34.65008280, -58.42473018",2021_2
